"site","org","region","country","state","suborg","site_type","incident_url","case_number","status","severity","potential_severity","recordable","creator","created_at","updated_at","is_primary_incident","sub_event_type","sub_event_type_details","initial_info_hro_type","incident_date","incident_time","date_reported","time_reported","last_update_to_recordability","last_update_to_severity","map_external_service","map_external_service_id","initial_info_risk_assessment_category","initial_info_risk_assessment_group","initial_info_risk_assessment_hazard","initial_info_risk_assessment_likeliness","initial_info_risk_assessment_severity","initial_risk_assessment_criticality","initial_risk_assessment_likeliness","initial_risk_assessment_severity","post_risk_assessment_criticality","post_risk_assessment_likeliness","post_risk_assessment_severity","initial_info_phase_status","initial_info_updated_at","initial_info_contractor_firm_employee","initial_info_application_isolation_work_risk","initial_info_is_confined_space_in_site_confined_space_inventory","initial_info_date_of_installation","initial_info_date_of_last_inspection","initial_info_date_of_last_preventative_maintenance","initial_info_incident_description","initial_info_did_confined_space_require_permit_to_work","initial_info_did_site_complete_ptw_form","initial_info_did_the_task_require_permit_to_work","initial_info_does_hro_have_standard_documentation","initial_info_equipment_identification_numbers","initial_info_equipment_involved","initial_info_frequency_of_maintenance","initial_info_conveyance_secured_from_operation","initial_info_lifting_focal_points","initial_info_incident_location","initial_info_pit_event_make","initial_info_number_of_entry_points","initial_info_number_of_exit_points","initial_info_pit_id","initial_info_pit_process","initial_info_safe_working_load","initial_info_hro_sub_type_of_auto_machine","initial_info_type_of_arc_flash","initial_info_type_of_automation_event","initial_info_type_of_cid_event","initial_info_contractor_type","initial_info_type_of_electric_shock","initial_info_type_of_lifting_equipment","initial_info_type_of_hazards_involved","initial_info_type_of_load","initial_info_type_of_packaging_or_sortation_machine","initial_info_pit_type","initial_info_wah_activity_related_to","initial_info_fire_watch_arranged","initial_info_fire_watch_stationed_in_hot_area","initial_info_hot_work_conducted_in_designated_areas","initial_info_temporary_hot_work_area_used","initial_info_weight_of_load","initial_info_employee_occupation","initial_info_contractor_firm_related","initial_info_agency_name","initial_info_contractor_department","initial_info_work_height_from_ground","initial_info_was_work_specific_cip_in_place","initial_info_shift","initial_info_shift_start_time","initial_info_manager_supervisor_alias","investigation_phase_status","investigation_updated_at","investigation_hours_pit_operated_last_30_days","investigation_product_involved","investigation_asin","investigation_witness_statements_available","investigation_witness_statements_description","investigation_date_of_first_certification","investigation_date_of_last_certification","investigation_documentation_standards_policies","investigation_documentation_equipment","investigation_documentation_associate_or_personal","investigation_documentation_activity_or_processes","investigation_driver_information","investigation_evidence_near_incident_location","investigation_evidence_near_incident_location_description","investigation_hours_driven_in_week","investigation_last_day_off","investigation_make_of_pit_event","investigation_object_substance_involved","investigation_primary_object_type","investigation_secondary_object_type","investigation_photos_available","investigation_recreation_photos_available","investigation_pit_rule_type","investigation_pit_rule_type_secondary","investigation_telematics","investigation_tools_or_equipment_condition","investigation_tools_or_equipment_condition_description","investigation_primary_impact","investigation_secondary_impact","investigation_video_footage_available","investigation_was_pit_rules_violated","rca_phase_status","rca_updated_at","rca_primary_cause","rca_root_cause_variant","rca_root_cause_other","rca_contributing_factor_category","rca_contributing_factor_human_behaviour","rca_contributing_factor_org_process","rca_contributing_factor_org_workplace","rca_contributing_factor_tech_equipment","rca_contributing_factor_tech_material","rca_contributing_factorhuman_leadership","rca_external_analysis_link","rca_comments","badge_color"
"SWA1","AMZL","NA","US","Washington","AMZL-NA-R2L","SSD FC","https://NA.ehs-amazon.com/incidents/incident/a9ff5fae-f90f-4668-8ff4-1023652d7d3f/summary","SWA1-23-a9ff5fae","CLOSED","PENDING","C",0,"singhvdc","2023-05-02 20:09:07.559","2025-02-06 20:55:55.077",0,"PIT","PIT vs Inventory",,"2023-05-01 00:00:00","2023-05-03T05:20:00.000Z","2023-05-01 00:00:00","2023-05-03T05:20:00.000Z","2023-05-02 20:09:07.559","2023-05-02 20:09:07.559","Austin",,"Motorized_Vehicle_Operation","Safety","Operating PIT","POSSIBLE","MINOR","MEDIUM","POSSIBLE","MINOR","MEDIUM","POSSIBLE","MINOR","COMPLETED","2025-02-06 20:58:09.744",,,,,,,"On 05/01/2023, at approximately 10:20PM, AM was alerted by a loud noise implying  something large had fallen inside a trailer. Upon investigation, AM approached the trailer the noise came from (DD119). While approaching, the AA involved was on the way to report it to the AMs. The AA explained that they were on the forklift unloading IB WIP from the trailer and the top of the double-stacked pallet got caught on the top of the trailer as they were exiting and they didn't notice it had gotten caught until the load was about to fall so it was too late for them to take preventative action. AMs assisted with unloading the fallen double-stacked pallets safely. No one was injured and no equipment or products were damaged. AA was wearing the appropriate PPE for the task (high visibility vest, gloves, safety shoes). In the past month, the AA participated in 1 WWH, 0 SGTs, and 2 PIT SGTs.
Video footage indicated that the AA was operating the forklift at a safe speed. Location of near miss footage: SWA1-01-E-INT-DOCK IB-CAM-OHD-118 TO 120-1022 - Camera - 5/1/2023 10:20:00:000 PM.",,,,,,,,,,"Inbound Dock","Raymond",,,"Forklift ","Unloading trailer",,,,,,,,,,,,"standup-counterbalanced-forklift",,,,,,,"Amazon Warehouse Associate","Employee",,,,,,,"12b8facb-b861-41e4-a6e3-e806c2faa95c","COMPLETED","2025-02-06 21:00:41.414","0-30","False",,"False",,,,"False","False","False","False","False","False",,,,"Raymond","False",,,"False","False",,,"False","False",,"Slip, trip, fall","Same level","False","False","COMPLETED","2025-02-06 20:59:03.557","Training or knowledge-transfer","Inadequate recall of training material",,"Human - Behaviour","Failure to secure",,,,,,"n/A","AA failed to slow down, stop and lower the load on the forklift. ","BLUE"
"SWA1","AMZL","NA","US","Washington","AMZL-NA-R2L","SSD FC","https://NA.ehs-amazon.com/incidents/incident/b31fe019-87ef-462c-85ef-bc512b5f247b/summary","SWA1-23-99","CLOSED","PENDING","C",0,"dvirn","2023-09-30 09:25:50.442","2025-02-06 20:55:28.251",0,"Working in isolation",,"Routine","2023-09-29 00:00:00","2023-09-30T11:30:00.402Z","2023-09-29 00:00:00","2023-09-30T13:30:00.189Z","2023-09-30 09:25:50.442","2023-09-30 09:25:50.442","Austin",,"Competence, Awareness, and Training","Management Standards","None","POSSIBLE","MINOR","MEDIUM","POSSIBLE","MINOR","MEDIUM","POSSIBLE","MINOR","COMPLETED","2025-02-06 20:59:58.096",,"Other",,,,,"AA was pushing u-boat through Dispatch door with help from Security and hit the lenel next do the door causing it to break off of the mount",,,"False","False",,,,,,"Decant Station",,,,,,,,,,,,,,,,,,,,,,,,"Amazon Warehouse Associate","Employee",,,,"False",,,"62840ff0-cf20-4980-9823-77c64d6731ae","COMPLETED","2025-02-06 20:59:01.634",,"False",,"False",,,,"False","False","False","False",,"False",,,,,"False",,,"False","True",,,"False","False",,"Struck by or against","Collision with fixed object","False",,"COMPLETED","2025-02-06 21:00:22.952","Training or knowledge-transfer","Other","AA failed to recognize risk of contact while pushing u-boat through door past lenel.  No warning was given about risk to lenel","Human - Behaviour","Failure to look in the direction of travel",,,,,,,"N/A","BLUE"
"SWA2","AMZL","NA","US","Washington","AMZL-NA-R2L","SSD FC","https://NA.ehs-amazon.com/incidents/incident/04bf77cd-9392-47c9-b2e4-b9d3a5bc9ccc/summary","SWA2-24-3","CLOSED","PENDING","C",0,"gerstc","2024-01-08 00:01:43.340","2025-02-06 20:56:44.622",0,"PIT","PIT vs Structure",,"2024-01-06 00:00:00","2024-01-07T21:25:00.040Z","2024-01-06 00:00:00","2024-01-07T21:30:00.502Z","2024-01-08 00:01:43.340","2024-01-08 00:01:43.340","Austin",,"Motorized_Vehicle_Operation","Safety","Interaction (PIT/Object)","UNLIKELY","MINOR","LOW","UNLIKELY","MINOR","LOW","UNLIKELY","MINOR","COMPLETED","2025-02-06 21:06:06.680",,,,,,,"AA was tasked to drive PIT on the inbound dock to unload a trailer. In the video footage AA appears to be finished with the task and starts to park the PIT. When AA is attempting to park the PIT, the PIT hits the block barrier right behind the parking spot. The barrier is dislodged from left spot when PIT hits barrier. It appears the AA did not notice the barrier was dislodged after hitting. AA then steps out of PIT and walks away from the inbound dock. ",,,,,,,,,,"Inbound Dock","Crown",,,"1531, PIT 1","PIT Parking",,,,,,,,,,,,"counterbalanced-rider-forklift",,,,,,,"Amazon Warehouse Associate","Employee",,,,,,,"34c47c4a-c23b-4435-abb7-e42a81aec859","COMPLETED","2025-02-06 21:06:26.201","61-90","False",,"False",,,,"False","False","False","False","False","False",,,,"Crown","False",,,"False","False","PIT","Parking","False","False",,"Struck by or against","Stationary object","False","True","COMPLETED","2025-02-06 21:11:47.478","Inadequate or missing standards or procedures","Inadequate implementation of procedure",,"Human - Behaviour",,,,,,,"n/a","N/A","BLUE"
"SWA2","AMZL","NA","US","Washington","AMZL-NA-R2L","SSD FC","https://NA.ehs-amazon.com/incidents/incident/34afa66f-a66b-4568-a7f3-add1388c78ba/summary","SWA2-24-183","CLOSED","PENDING","C",0,"gerstc","2024-07-20 00:08:50.334","2025-02-06 20:56:44.652",0,"PIT","PIT vs Structure",,"2024-07-19 00:00:00","2024-07-19T23:35:00.273Z","2024-07-19 00:00:00","2024-07-19T23:45:00.573Z","2024-07-20 00:08:50.334","2024-07-20 00:08:50.334","Austin",,"Motorized_Vehicle_Operation","Safety","Interaction (PIT/Object)","HIGHLY_UNLIKELY","MINOR","NEGLIGIBLE","HIGHLY_UNLIKELY","MINOR",,,,"COMPLETED","2025-02-06 21:11:45.281",,,,,,,"PA was working on unloading the trailer on DD106. Around 16:35, the PA was going to unload the top left pallet of the trailer. The fan/light was in the way of the pallet, but the PA did not notice. The PA started to go forward to unload the pallet and the fan/light was getting caught in the way. PA continued to drive while the fan/light was in the way and crushed the bar causing the light/fan to fall off. ",,,,,,,,,,"Inbound Dock","Crown",,,"1","Unloading trailer",,,,,,,,,,,,"Center Rider Pallet Truck [CRPT]",,,,,,,"PA","Employee",,,,,,,"6019e1aa-46fa-452c-a86d-baa2a838713f","COMPLETED","2025-02-06 21:04:57.460",,"False",,"False",,,,"False","False","False","False","False","False",,,,"Crown","False",,,"False","False",,,"False","False",,"Motor vehicle","Collision with a fixed object (moving forward)","False","False",,,,,,,,,,,,,,,"BLUE"
"SWA2","AMZL","NA","US","Washington","AMZL-NA-R2L","SSD FC","https://NA.ehs-amazon.com/incidents/incident/476287e8-b757-4227-be92-7fef13d17be4/summary","SWA2-23-119","CLOSED","PENDING","D",0,"idamyv","2023-10-18 21:12:34.993","2025-02-06 20:56:34.645",0,"PIT","PIT vs Structure",,"2023-10-17 00:00:00","2023-10-19T02:38:00.263Z","2023-10-17 00:00:00","2023-10-19T02:50:00.853Z","2023-10-18 21:12:34.993","2023-10-18 21:12:34.993","Austin",,"Equipment_Mechanical","Safety","Approach of Moving Element to Fixed Part","HIGHLY_UNLIKELY","NEGLIGIBLE","NEGLIGIBLE","HIGHLY_UNLIKELY","NEGLIGIBLE","NEGLIGIBLE","HIGHLY_UNLIKELY","NEGLIGIBLE","COMPLETED","2025-02-06 21:08:36.859",,,,,,,"On 10/17/2023, at approximately 1938, a Class F Associate was working in the Inbound Dock reported a PIT incident. The AA stated they were backing PIT while parking. They then tried to go forward but pressed the reverse button by mistake which caused driver to struck parking barrier and had broken the anchors that mounted the barrier to the ground. During the investigation, reenactment indicated that AA indeed was parking PIT and struck the barrier.  Video footage conclusively shows how AA strikes barrier while backing. The AA participated in 3# of Safety behavioral mechanisms PIT SGT. The AA has worked a total of 25:31 hours this week and 08:30 hours on the day of incident. The AA was wearing the appropriate PPE for the task (gloves). The AA had a start date of 10/09/2022, was trained in the process on 02/22/2023.",,,,,,,,,,"Inbound Dock","Crown",,,"101247734","PIT Parking",,,,,,,,,,,,"reach-truck",,,,,,,"Amazon Warehouse Associate","Employee",,,,,,,"8bc5d40a-8ac5-4c07-8421-389538a72307","READY","2025-02-06 21:06:23.578",,"False",,"False",,,,"False","False","False","False","False","False",,,,"Crown","True","Other equipment","other","True","False",,,"False","False",,,,"False","False","COMPLETED","2025-02-06 21:16:15.698","Inadequate or missing standards or procedures","Missing standards or procedures",,"Human - Behaviour","Failure to look in the direction of travel",,,,,,,"N/A","BLUE"
"SWA2","AMZL","NA","US","Washington","AMZL-NA-R2L","SSD FC","https://NA.ehs-amazon.com/incidents/incident/4988a9a3-4f0b-4993-bea3-ccb428ab6787/summary","SWA2-22-4988a9a3","CLOSED","PENDING","C",0,"sieglej","2022-10-27 13:44:05.768","2025-02-06 20:56:31.802",0,"PIT","PIT vs Structure",,"2022-10-27 00:00:00","2022-10-27T12:50:10.310Z","2022-10-27 00:00:00","2022-10-27T13:00:10.316Z","2022-10-27 13:44:05.768","2022-10-27 13:44:05.768","Austin",,"Motorized_Vehicle_Operation","Safety","Operating PIT","UNLIKELY","MINOR","LOW","UNLIKELY","MINOR","LOW","UNLIKELY","MINOR","COMPLETED","2025-02-06 21:10:17.884",,,,,,,"On October 27, 2022, at approximately 05:50, AA escalated to leadership that they had struck the parking guardrail / barrier for PIT 1530 (PIT 2) as they were attempting to park PIT. When the managers arrived, the AA explained that they had misjudged the distance from barrier and did not slow down in time. After investigation, management discovered that the barrier had been lifted off of bolt and needed to be bolted back down by RME. Management removed AA from path. There was no injury during the PIT Incident. The associate was not escorted to AmCare by their AM. FHL not called. NOD not called. The associate has a start date of 3/29/2018. 
",,,,,,,,,,"Inbound Dock","Crown",,,"1530 (PIT 2)","PIT Parking",,,,,,,,,,,,"counterbalanced-rider-forklift",,,,,,,"Amazon Warehouse Associate","Employee",,,,,,,"f5fac9de-6d09-4b65-bc2f-83cf7eb7153f","COMPLETED","2025-02-06 21:05:00.035","31-60","False",,"False",,"2022-09-21 00:00:00","2022-09-21 00:00:00","True","False","False","False","True","False",,"10-20","2022-10-23 00:00:00","Crown","True","Other equipment","other","True","False",,,"False","False",,"Motor vehicle","Collision with a fixed object (backing)","False","False","COMPLETED","2025-02-06 21:08:18.248","Training or knowledge-transfer","Inadequate recall of training material",,"Human - Behaviour",,,,,,,,"N/A","BLUE"
"SWA2","AMZL","NA","US","Washington","AMZL-NA-R2L","SSD FC","https://NA.ehs-amazon.com/incidents/incident/88b80835-6f71-4767-ad93-f71950aab78e/summary","SWA2-22-88b80835","CLOSED","PENDING","C",0,"adoub","2022-09-01 19:50:19.450","2025-02-06 20:57:06.273",0,"PIT","PIT vs Structure",,"2022-09-01 00:00:00","2022-09-01T19:30:22.452Z","2022-09-01 00:00:00","2022-09-01T19:30:22.473Z","2022-09-01 19:50:19.450","2022-09-01 19:50:19.450","Austin",,"Motorized_Vehicle_Operation","Safety","Interaction (PIT/Object)","UNLIKELY","MINOR","LOW","UNLIKELY","MINOR","LOW","UNLIKELY","MINOR","COMPLETED","2025-02-06 21:04:58.536",,,,,,,"On 9/1 at 12:30pm Site Leader, WHS Regional Manager, RME Manager and Away Team PIT Trainer were walking the VNA area and identified an OP cage, tscage006, that appeared to have sustained damage. Upon closer inspection damage to the structure of the OP cage was confirmed.  Looking at the cage from the open end, the top right bar and label plate appeared to have been scraped along another structure. The label plate was bent. Some of the weld points between the metal wire cage matrix and the structural bar were broken. A bolt was bent as well. It was not immediately identifiable when, where or who was driving OP when incident occurred.
Actions:
-Away Team PIT Trainer holding STUs with AAs they've trained to attempt to identify driver of OP during incident.
-Away Team PIT Trainer checking virtually to see what AAs have used tscage006.
-WHS tracking the incident and checking footage.
-Away Team PIT Trainer walking the VNA and driving through the VNA looking for structural damage or scraping on the VNA racks.
-Retiring the OP Cage. RME is removing undamaged sections of the cage for spare parts. Damaged unusable sections will be scrap metal. ",,,,,,,,,,"Very Narrow Aisle (VNA)","Crown",,,"tscage006","Stow",,,,,,,,,,,,"turrent-order-picker-vna",,,,,,,"Amazon Warehouse Associate","Employee",,,,,,,"ccef3143-622e-42ba-8efd-69ec00f5c396","COMPLETED","2025-02-06 21:10:20.820","0-30","False",,"False",,,,"False","False","False","False","False","False",,,,"Crown","True","Cage","Order Picker (OP) Cage","False","True",,,"False","True","It appears the OP cage was scraped against another object or structure, most likely the VNA racking. ","Struck by or against","Collision with fixed object","False","False","COMPLETED","2025-02-06 21:10:54.251","Communication","Other","NA","Human - Leadership",,,,,,"Deviation from defined process / Drift (Procedure, SOP, PMV/PtW)",,"NA","BLUE"
"SWA2","AMZL","NA","US","Washington","AMZL-NA-R2L","SSD FC","https://NA.ehs-amazon.com/incidents/incident/a78234ec-acbd-468c-b2a7-a09e47c96ba1/summary","SWA2-23-a78234ec","CLOSED","PENDING","C",0,"sieglej","2023-01-21 12:20:45.602","2025-02-06 20:56:48.477",0,"PIT","PIT vs Structure",,"2023-01-21 00:00:00","2023-01-21T08:21:00.260Z","2023-01-21 00:00:00","2023-01-21T08:25:00.526Z","2023-01-21 12:20:45.602","2023-01-21 12:20:45.602","Austin",,"Motorized_Vehicle_Operation","Safety","Operating PIT","UNLIKELY","MINOR","LOW","UNLIKELY","MINOR","LOW","UNLIKELY","MINOR","COMPLETED","2025-02-06 21:04:57.508",,,,,,,"On January 21st, 2022, at approximately 00:20, AA escalated to leadership that they had struck the parking guardrail / barrier with Order Picker 1A601693 (1693) as they were exiting the VNA Aisle while on wire guidance. When the managers arrived, the AA explained that they had misjudged the distance from barrier and did not slow down in time. Damage done to barrier is superficial with small dent towards the bottom. Structural integrity of barrier is not compromised.  Management removed AA from path. There was no injury during the PIT Incident. The associate was not escorted to AmCare by their AM. FHL not called. NOD not called. The associate has a start date of 08/13/2022.
",,,,,,,,,,"Very Narrow Aisle (VNA)","Crown",,,"1A601693 (1693)","Pick",,,,,,,,,,,,"turrent-order-picker-vna",,,,,,,"Amazon Warehouse Associate","Employee",,,,,,,"1d761261-f4be-4b37-a829-19b392186880","COMPLETED","2025-02-06 21:04:57.469","31-60","False",,"False",,"2022-08-25 00:00:00","2022-08-25 00:00:00","False","False","False","False","True","False",,"15","2023-01-17 00:00:00","Crown","True","Other equipment","other","True","False","PIT","Turning","False","False",,"Motor vehicle","Collision with a fixed object (moving forward)","False","True","COMPLETED","2025-02-06 21:15:55.106","Training or knowledge-transfer","Other","Inadequate implementation of training material by operator ","Human - Behaviour","Operating at improper speed",,,,,,,"Operator not slowing down as they exit Aisle","BLUE"
"SWA2","AMZL","NA","US","Washington","AMZL-NA-R2L","SSD FC","https://NA.ehs-amazon.com/incidents/incident/c88227f1-d4db-4113-865f-a34737aa5c68/summary","SWA2-23-8","CLOSED","PENDING","D",0,"gerstc","2023-07-19 21:03:14.897","2025-02-06 20:56:44.586",0,"PIT","PIT vs Inventory",,"2023-07-17 00:00:00","2023-07-19T17:10:00.035Z","2023-07-17 00:00:00","2023-07-19T17:20:00.480Z","2023-07-19 21:03:14.897","2023-07-19 21:03:14.897","Austin",,"Gravity_Access","Safety","Falling object or structure","HIGHLY_UNLIKELY","NEGLIGIBLE","NEGLIGIBLE","HIGHLY_UNLIKELY","NEGLIGIBLE","NEGLIGIBLE","HIGHLY_UNLIKELY","NEGLIGIBLE","COMPLETED","2025-02-06 21:15:06.562",,,,,,,"On July 17th, around 10:15 am a PIT driver was unloading an IB trailer with tote pallets. The pallets were secured with tote lids and side straps. The PIT driver escalated to the PA on shift that one pallet hit the top of the trailer causing the pallet to drop off the forks inside the trailer. The PIT driver was removing one pallet. The PA on shift reported the incident to the AM. After the incident occurred, video footage was obtained. In the footage, the PIT driver was removing one pallet from the trailer. The pallet was raised instead of lowered while removing it from the trailer. The PIT driver was looking in the direction of travel and not looking at the pallet coming out from the trailer. The pallet is seen to get caught at the top of the trailer causing the pallet to fall inside the trailer. The pallet lid detached and the totes spilled inside the trailer. After the incident was reported, the AA was removed immediately from driving PIT and unloading the trailer was stopped ",,,,,,,,,,"Inbound Dock","Crown",,,"PIT 2, 1530","Unloading trailer",,,,,,,,,,,,"counterbalanced-rider-forklift",,,,,,,"Amazon Warehouse Associate","Employee",,,,,,,"8bc5d40a-8ac5-4c07-8421-389538a72307","COMPLETED","2025-02-06 21:08:33.325","31-60","False",,"False",,,,"False","False","False","False","False","False",,,,"Crown","False",,,"True","False",,,"False","False",,"Struck by or against","Forklift/misc. machines/equipment","False","False","COMPLETED","2025-02-06 21:16:12.552","Communication","Inadequate communication between work groups",,"Organizational - Process",,"Improper loading or stacking",,,,,,"NA","BLUE"
"SWI1","AMZL","NA","US","Wisconsin","AMZL-NA-R2L","SSD FC","https://NA.ehs-amazon.com/incidents/incident/7679c828-03a8-4823-ac52-66cf74c57071/summary","SWI1-23-7679c828","CLOSED","PENDING","B",0,"ronalroe","2023-05-21 05:10:05.228","2025-04-10 12:07:11.237",0,"PIT","PIT vs Inventory",,"2023-05-20 00:00:00","2023-05-22T03:25:00.000Z","2023-05-20 00:00:00","2023-05-22T03:30:00.000Z","2023-05-21 05:10:05.228","2023-05-21 05:10:05.228","Austin",,"Motorized_Vehicle_Operation","Safety","Interaction (PIT/Object)","POSSIBLE","SIGNIFICANT","SUBSTANTIAL","POSSIBLE","SIGNIFICANT","SUBSTANTIAL","POSSIBLE","SIGNIFICANT","COMPLETED","2025-02-06 21:31:40.910",,,,,,,"On 5/20/23 AA was unloading DD102. AA was unloading case work in blue sleeved pallets from the trailer. Trailer HV2200420 has load bars with very little clearance for double stacked pallets.  AA was instructed on another shift by a member of leadership that when trying to unload double stacked pallets from a trailer with load bars to remove the top pallet first. The AA put the forks under the top pallet and raised the pallet, the pallet hit the load bar so the AA lowered the pallet down then attempted to go backwards catching the back of the bottom pallet when coming forward. The AA attempted to raise the top pallet again and hit the load bar again then lowered the pallet a second time. The AA believed they had clearance of the bottom pallet but caught it with the top pallet they were attempting to unload. When the pallet caught, this removed the forks from the pallet causing it to tip. When the pallet tipped the driver panicked and was unclear of the details of what they did as the pallet was tipping . Upon leadership arrival the forks were higher then the bottom of the top pallet and the top pallet was falling and supported on the side by the forks of the forklift.",,,,,,,,,,"Inbound Dock","crown",,,"forklift","Unloading trailer",,,,,,,,,,,,"standup-counterbalanced-forklift",,,,,,,"Amazon Warehouse Associate","Employee",,,,,,,"adf398b5-b4dd-4f9c-abeb-d724eb76bb9a","COMPLETED","2025-02-06 21:31:41.036",,"False",,"False",,,,"False","False","False","False","False","False",,,,"crown","True","Pallet","Plastic pallet","True","False",,,"False","False",,"Motor vehicle","Collision with a fixed object (backing)","True","False","COMPLETED","2025-02-06 21:31:40.952","Inadequate engineering or design","Inadequate technical design",,"Technical - Equipment",,,,,,,,"Low clearance from the load bar to the top of a double stack of blue sleeved pallets, creating a risk for unloading of pallets","BLUE"
"SWI1","AMZL","NA","US","Wisconsin","AMZL-NA-R2L","SSD FC","https://NA.ehs-amazon.com/incidents/incident/df60d970-4f86-42ce-b09c-df364e1443c3/summary","SWI1-23-df60d970","CLOSED","PENDING","B",0,"znhss","2023-01-09 19:55:42.609","2025-04-10 12:14:06.214",0,"PIT","PIT vs Structure",,"2023-01-09 00:00:00","2023-01-09T19:00:00.000Z","2023-01-09 00:00:00","2023-01-09T19:15:00.000Z","2023-01-09 19:55:42.609","2023-01-09 19:55:42.609","Austin",,"Motorized_Vehicle_Operation","Safety",,"HIGHLY_UNLIKELY","SIGNIFICANT","LOW","HIGHLY_UNLIKELY","SIGNIFICANT","LOW","HIGHLY_UNLIKELY","SIGNIFICANT","COMPLETED","2025-02-06 21:23:22.181",,,,,,,"On 01/09/2023, at approximately 13:15, a Class F Associate was working in the Dock area  operating forklift RC#02 and  unloading from DD 104 and putting pallets in corral E. After placing last pallet, AA drove to DD 101 which has _ V569297 ___ trailer which was his next trailer to unload and wanted to look inside how full is trailer. As he should’ve turned off the forklift and then stepped out of forklift. But AA pulled the controller that made him drive backwards and hit to door instead of pushing controller which makes forklift go forward (away from door). During the investigation, reenactment indicated that AA was just trying to look into trailer how full it is. The AA had a start date of 04/04/20, was trained in the process on 07/20/2022 2 weeks after being transfer to SWI1.",,,,,,,,,,"Inbound Dock","Crown",,,"RC02","Unloading trailer",,,,,,,,,,,,"standup-counterbalanced-forklift",,,,,,,"Amazon Warehouse Associate","Employee",,,,,,,"d7251657-4ad6-4262-b09a-8e72c3e3a893","COMPLETED","2025-02-06 21:34:34.613",,"False",,"True","{""id"":""tmp-e200d652-dbeb-4b5f-9d84-fcfe2c85d2b5""}",,,"False","False","False","False","False","False",,,,"Crown","False",,,"False","False",,,"False","False",,"Motor vehicle","Collision with a fixed object (backing)","False","False","COMPLETED","2025-02-06 21:36:17.879","Inadequate or missing standards or procedures","Other","Eyes not in path ","Human - Behaviour","Failure to look in the direction of travel",,,,,,,"N/A","BLUE"
"SWI1","AMZL","NA","US","Wisconsin","AMZL-NA-R2L","SSD FC","https://NA.ehs-amazon.com/incidents/incident/e9c387f1-66f4-48f7-836d-a8f6d00e6df2/summary","SWI1-22-e9c387f1","CLOSED","PENDING","PENDING",0,"zjjaske","2022-04-20 07:40:29.935","2025-02-06 20:57:51.168",0,"PIT","PIT vs Structure",,"2022-04-19 00:00:00","2022-04-20T16:45:46.135Z","2022-04-19 00:00:00","2022-04-20T16:45:46.158Z","2022-04-20 07:40:29.935","2022-04-20 07:40:29.935","Austin",,"Motorized_Vehicle_Operation","Safety","Interaction (PIT/Object)","UNLIKELY","SIGNIFICANT","MEDIUM","UNLIKELY","SIGNIFICANT","MEDIUM","UNLIKELY","SIGNIFICANT","COMPLETED","2025-02-06 21:23:37.754",,,,,,,"On 4/19/22 at approximately 1145pm , a class F AA was working in the VNA stow process path when the received a call over the radio requesting that the AA report to the problem solve area. The AA confirmed and as the manager on shift was headed over to the problem solve area to meet up with the AA, the manager heard a loud crash caused by the OP striking the support beam of the VNA located approximately 1/3 of the way into the VNA aisle. The AA was not harmed and did not sustain injury, however, the VNA racking sustained structural damage. During the investigation, the AA stated that the collision occurred after the wire guidance malfunctioned. The AM was not aware of any malfunction, but proceeded to discontinue use of the OP until further inspection could be completed. The AA was hired on 1/6/22 and was trained in this process path on 1/18/22. The AA was wearing the required PPE of harness, lanyard and gloves. ",,,,,,,,,,"Inbound Dock","Crown",,,"SP01","Stow",,,,,,,,,,,,"turrent-order-picker-vna",,,,,,,"Amazon Warehouse Associate","Employee",,,,,,,"ac091c64-f55f-47b5-a680-96dc3ff5fdf2","COMPLETED","2025-02-06 21:23:37.712","31-60","False",,"True","{""id"":""tmp-167994de-e70b-4c32-b4b3-5251e22a0948"",""type"":""img""}","2022-01-12 00:00:00","2022-01-12 00:00:00","False","True","False","True","True","False",,,"2022-04-17 00:00:00","Crown","True","Racks or shelf","Shelf","True","False",,,"False","False",,"Struck by or against","Forklift/misc. machines/equipment","False","False","COMPLETED","2025-02-06 21:30:21.161","Inadequate or improper tools or equipment","Inadequate adjustment/repair",,"Technical - Equipment",,,,"Defective equipment, vehicles or materials",,,,"N/A","BLUE"
